ID;name;number_species;number_reactions;number_SORs;number_SOR_O;number_SOR_DO_only;number_DO;number_Os;max_MRC;comp2;comp3;comp4;comp5;comp6;timer_MRC;reaction_orders;Timer_ERC;Timer_LP;Timer_LP_DO1;number_constr;time_complete
BIOMD0000000042.xml;Nielsen1998_Glycolysis;15;34;5;1;4;5;1;7;4;0;0;0;0;0,008997917;[5, 20, 9, 0, 0, 0, 0, 0, 0];0;0,006000042;0,005000114;142;0,035881758
BIOMD0000000043.xml;Borghans1997 - Calcium Oscillation - Model 1;5;7;4;4;0;4;4;0;0;0;0;0;0;0;[0, 7, 0, 0, 0, 0, 0, 0, 0];0;0,004000187;0,003000021;27;0,013682365
BIOMD0000000044.xml;Borghans1997 - Calcium Oscillation - Model 2;4;8;2;2;0;2;2;0;0;0;0;0;0;0;[1, 7, 0, 0, 0, 0, 0, 0, 0];0;0,003999949;0,003000021;30;0,013001442
BIOMD0000000045.xml;Borghans1997 - Calcium Oscillation - Model 3;4;8;2;2;0;2;2;0;0;0;0;0;0;0;[0, 8, 0, 0, 0, 0, 0, 0, 0];0;0,003999949;0,003000021;31;0,014407873
BIOMD0000000046.xml;Olsen2003_peroxidase;16;15;2;2;0;4096;960;0;0;0;0;0;0;0;[0, 5, 10, 0, 0, 0, 0, 0, 0];0;0,003999949;0,069000006;59;0,966722488
BIOMD0000000047.xml;Oxhamre2005_Ca_oscillation;2;3;2;2;0;2;2;0;0;0;0;0;0;0;[0, 3, 0, 0, 0, 0, 0, 0, 0];0;0,003999949;0,003000021;11;0,009679317
BIOMD0000000048.xml;Kholodenko1999 - EGFR signaling;23;46;50;14;36;212;64;6;20;14;2;0;0;0,083436489;[0, 29, 17, 0, 0, 0, 0, 0, 0];0;0,007999897;0,008999825;216;0,247937679
BIOMD0000000049.xml;Sasagawa2005_MAPK;99;215;50000;2714;47286;50000;591;150;5401;2583;193;0;0;timeout;[0, 153, 62, 0, 0, 0, 0, 0, 0];0;14,06500006;20,48399997;895;403,2234454
BIOMD0000000050.xml;Martins2003_AmadoriDegradation;14;16;1;1;0;64;64;0;0;0;0;0;0;0;[0, 15, 1, 0, 0, 0, 0, 0, 0];0;0,001999855;0,003999949;70;0,028606415
BIOMD0000000051.xml;Chassagnole2002_Carbon_Metabolism;18;86;1;1;0;1;1;0;0;0;0;0;0;0;[21, 54, 11, 0, 0, 0, 0, 0, 0];0,03125;0,003999949;0,003999949;339;0,089275599
BIOMD0000000052.xml;Brands2002 - Monosaccharide-casein systems;11;11;1;1;0;64;64;0;0;0;0;0;0;0;[0, 9, 2, 0, 0, 0, 0, 0, 0];0;0,001999855;0,005000114;48;0,025030851
BIOMD0000000053.xml;Ferreira2003_CML_generation2;6;12;2;1;1;2;1;2;1;0;0;0;0;0,001999617;[2, 8, 2, 0, 0, 0, 0, 0, 0];0;0,003999949;0,003999949;49;0,015757322
BIOMD0000000054.xml;Ataullahkhanov1996_Adenylate;3;5;2;1;1;1;1;2;1;0;0;0;0;0,002596855;[3, 1, 1, 0, 0, 0, 0, 0, 0];0;0,005000114;0,003000021;20;0,014466286
BIOMD0000000055.xml;Locke2005 - Circadian Clock;13;32;1;1;0;1;1;0;0;0;0;0;0;0;[10, 22, 0, 0, 0, 0, 0, 0, 0];0;0,003999949;0,003000021;123;0,01849699
BIOMD0000000056.xml;Chen2004 - Cell Cycle Regulation;54;94;512;16;496;50000;17964;8;368;128;0;0;0;1,977397919;[16, 71, 7, 0, 0, 0, 0, 0, 0];0,03125;0,013999939;23,71500015;384;91,67872953
BIOMD0000000057.xml;Sneyd2002_IP3_Receptor;6;10;2;2;0;2;2;0;0;0;0;0;0;0;[0, 10, 0, 0, 0, 0, 0, 0, 0];0;0,004999876;0,003999949;40;0,018453121
BIOMD0000000058.xml;Bindschadler2001_coupled_Ca_oscillators;4;11;1;1;0;1;1;0;0;0;0;0;0;0;[6, 5, 0, 0, 0, 0, 0, 0, 0];0;0,002000093;0,003000021;45;0,011056423
BIOMD0000000059.xml;Fridlyand2003_Calcium_flux;6;18;1;1;0;2;2;0;0;0;0;0;0;0;[6, 12, 0, 0, 0, 0, 0, 0, 0];0;0,003000021;0,004999876;71;0,014497042
BIOMD0000000060.xml;Keizer1996_Ryanodine_receptor_adaptation;4;6;2;2;0;2;2;0;0;0;0;0;0;0;[0, 6, 0, 0, 0, 0, 0, 0, 0];0;0,005000114;0,003999949;24;0,013516665
BIOMD0000000061.xml;Hynne2001_Glycolysis;25;48;34;32;2;816;340;2;2;0;0;0;0;0,008803606;[0, 30, 18, 0, 0, 0, 0, 0, 0];0;0,007999897;0,019000053;196;0,543316841
BIOMD0000000062.xml;Bhartiya2003_Tryptophan_operon;4;5;1;1;0;4;4;0;0;0;0;0;0;0;[2, 3, 0, 0, 0, 0, 0, 0, 0];0;0,003999949;0,003000021;21;0,010631561
BIOMD0000000063.xml;Galazzo1990_FermentationPathwayKinetics;9;16;3;2;1;5;2;2;1;0;0;0;0;0,002000332;[1, 10, 5, 0, 0, 0, 0, 0, 0];0;0,006000042;0,003999949;65;0,022340536
BIOMD0000000064.xml;Teusink2000_Glycolysis;26;28;8;2;6;46145;3702;5;6;0;0;0;0;0,009517193;[1, 15, 11, 1, 0, 0, 0, 0, 0];0;0,006999969;10,39300013;125;29,80576253
BIOMD0000000065.xml;Yildirim2003_Lac_Operon;9;16;1;1;0;2;2;0;0;0;0;0;0;0;[5, 11, 0, 0, 0, 0, 0, 0, 0];0;0,002000093;0,003999949;65;0,012534857
BIOMD0000000066.xml;Chassagnole2001_Threonine Synthesis;11;14;32;13;19;416;114;5;17;2;0;0;0;0,034423113;[0, 4, 9, 1, 0, 0, 0, 0, 0];0;0,005000114;0,00999999;59;0,164106131
BIOMD0000000067.xml;Fung2005_Metabolic_Oscillator;8;16;1;1;0;1;1;0;0;0;0;0;0;0;[4, 12, 0, 0, 0, 0, 0, 0, 0];0;0,003000021;0,003000021;64;0,012999296
BIOMD0000000068.xml;Curien2003_MetThr_synthesis;9;6;3;3;0;160;96;0;0;0;0;0;0;0;[0, 3, 3, 0, 0, 0, 0, 0, 0];0;0,005000114;0,005000114;30;0,033168554
BIOMD0000000069.xml;Fuss2006_MitoticActivation;10;12;8;8;0;20;16;0;0;0;0;0;0;0;[0, 11, 1, 0, 0, 0, 0, 0, 0];0;0,005000114;0,003999949;47;0,021076441
BIOMD0000000070.xml;Holzhutter2004_Erythrocyte_Metabolism;45;76;50000;577;49423;3572;15;106;114;173;26;0;0;timeout;[0, 35, 40, 1, 0, 0, 0, 0, 0];0;11,55500007;25,33799982;325;292,0135622
BIOMD0000000071.xml;Bakker2001_Glycolysis;27;22;8;8;0;50000;3768;0;0;0;0;0;0;0;[0, 13, 9, 0, 0, 0, 0, 0, 0];0;0,007999897;15,07599998;102;32,90595174
BIOMD0000000072.xml;Yi2003_GproteinCycle;7;8;2;2;0;10;4;0;0;0;0;0;0;0;[1, 5, 2, 0, 0, 0, 0, 0, 0];0;0,004000187;0,005000114;33;0,015209436
BIOMD0000000073.xml;Leloup2003_CircClock_DD;16;52;3;1;2;3;1;3;2;0;0;0;0;0,005382061;[6, 44, 2, 0, 0, 0, 0, 0, 0];0;0,004999876;0,004999876;214;0,037908554
BIOMD0000000074.xml;Leloup2003_CircClock_DD_REV-ERBalpha;19;62;3;1;2;3;1;3;2;0;0;0;0;0,006001472;[8, 52, 2, 0, 0, 0, 0, 0, 0];0;0,004999876;0,004999876;251;0,042985439
BIOMD0000000075.xml;Xu2003 - Phosphoinositide turnover;13;16;10;8;2;160;64;3;2;0;0;0;0;0,004609346;[1, 11, 3, 1, 0, 0, 0, 0, 0];0;0,006000042;0,006000042;72;0,060929537
BIOMD0000000076.xml;Cronwright2002_Glycerol_Synthesis;3;4;2;2;0;2;2;0;0;0;0;0;0;0;[0, 4, 0, 0, 0, 0, 0, 0, 0];0;0,004999876;0,003999949;16;0,013621569
BIOMD0000000077.xml;Blum2000_LHsecretion_1;8;8;3;3;0;22;16;0;0;0;0;0;0;0;[1, 5, 2, 0, 0, 0, 0, 0, 0];0;0,005000114;0,003999949;36;0,017562151
BIOMD0000000078.xml;Leloup2003_CircClock_LD;16;52;3;1;2;3;1;3;2;0;0;0;0;0,005000353;[6, 44, 2, 0, 0, 0, 0, 0, 0];0;0,006000042;0,003999949;214;0,03909874
BIOMD0000000079.xml;Goldbeter2006_weightCycling;3;6;1;1;0;1;1;0;0;0;0;0;0;0;[3, 3, 0, 0, 0, 0, 0, 0, 0];0;0,002999783;0,003000021;24;0,010694742
BIOMD0000000080.xml;Thomsen1989_AdenylateCyclase;10;10;3;3;0;82;36;0;0;0;0;0;0;0;[0, 6, 4, 0, 0, 0, 0, 0, 0];0;0,005000114;0,004999876;45;0,028360367
BIOMD0000000081.xml;Suh2004_KCNQ_Regulation;23;30;18;18;0;1032;384;0;0;0;0;0;0;0;[1, 22, 7, 0, 0, 0, 0, 0, 0];0;0,006999969;0,015000105;130;0,47436285
BIOMD0000000082.xml;Thomsen1988_AdenylateCyclase_Inhibition;10;10;3;3;0;82;36;0;0;0;0;0;0;0;[0, 6, 4, 0, 0, 0, 0, 0, 0];0;0,006000042;0,005000114;45;0,028655052
BIOMD0000000083.xml;Leloup2003_CircClock_LD_REV-ERBalpha;19;62;3;1;2;3;1;3;2;0;0;0;0;0,005998373;[8, 52, 2, 0, 0, 0, 0, 0, 0];0;0,006000042;0,003999949;251;0,041986227
BIOMD0000000084.xml;Hornberg2005_ERKcascade;8;8;16;16;0;16;16;0;0;0;0;0;0;0;[0, 8, 0, 0, 0, 0, 0, 0, 0];0;0,005000114;0,003999949;32;0,016602993
BIOMD0000000085.xml;Maurya2005_GTPaseCycle_reducedOrder;17;34;34;10;24;517;100;7;15;8;1;0;0;0,059044123;[0, 17, 17, 0, 0, 0, 0, 0, 0];0;0,006000042;0,011000156;160;0,298663378
BIOMD0000000086.xml;Bornheimer2004_GTPaseCycle;17;48;49;12;37;235;48;6;24;12;1;0;0;0,084259987;[0, 24, 24, 0, 0, 0, 0, 0, 0];0;0,008000135;0,009000063;211;0,254906178
BIOMD0000000087.xml;Proctor2006_telomere;55;43;7392;2424;4968;869;0;11;4584;384;0;0;0;11,06804538;[0, 10, 21, 11, 1, 0, 0, 0, 0];0;0,20600009;71,36699986;179;122,1313663
BIOMD0000000088.xml;Maeda2006_MyosinPhosphorylation;105;167;31860;1110;30750;50000;12;15;6704;10828;8728;4162;328;173,4765763;[0, 110, 57, 0, 0, 0, 0, 0, 0];0,046875;5,088000059;56,13899994;703;373,3869829
BIOMD0000000089.xml;Locke2006_CircClock_LL;16;41;1;1;0;1;1;0;0;0;0;0;0;0;[12, 29, 0, 0, 0, 0, 0, 0, 0];0;0,003999949;0,003000021;157;0,021346807
BIOMD0000000090.xml;Wolf2001_Respiratory_Oscillations;26;21;2;2;0;50000;3018;0;0;0;0;0;0;0;[0, 10, 10, 1, 0, 0, 0, 0, 0];0;0,004999876;13,86500001;83;30,17433572
BIOMD0000000091.xml;Proctor2005 - Actions of chaperones and their role in ageing;16;23;38;15;23;212;99;8;20;3;0;0;0;0,043916464;[0, 14, 9, 0, 0, 0, 0, 0, 0];0;0,007000208;0,00999999;96;0,150891304
BIOMD0000000092.xml;Fuentes2005_ZymogenActivation;4;6;2;2;0;5;4;0;0;0;0;0;0;0;[0, 3, 3, 0, 0, 0, 0, 0, 0];0;0,005000114;0,005999804;24;0,016633511
BIOMD0000000093.xml;Yamada2003_JAK_STAT_pathway;34;46;5;3;2;36864;3744;3;2;0;0;0;0;0,005004883;[2, 22, 22, 0, 0, 0, 0, 0, 0];0;0,006999969;5,372000217;196;26,57057428
BIOMD0000000094.xml;Yamada2003_JAK_STAT_SOCS1_knockout;34;45;5;3;2;36864;3744;3;2;0;0;0;0;0,003001213;[1, 22, 22, 0, 0, 0, 0, 0, 0];0;0,006999969;5,352999926;191;25,78894734
BIOMD0000000095.xml;Zeilinger2006_PRR7-PRR9-Y;19;46;1;1;0;1;1;0;0;0;0;0;0;0;[14, 32, 0, 0, 0, 0, 0, 0, 0];0,015625;0,003999949;0,003000021;177;0,018987656
BIOMD0000000096.xml;Zeilinger2006_PRR7-PRR9light-Y;19;46;1;1;0;1;1;0;0;0;0;0;0;0;[14, 32, 0, 0, 0, 0, 0, 0, 0];0;0,003000021;0,003000021;177;0,019695282
BIOMD0000000097.xml;Zeilinger2006_PRR7-PRR9light-Yprime;19;46;1;1;0;1;1;0;0;0;0;0;0;0;[14, 32, 0, 0, 0, 0, 0, 0, 0];0;0,001999855;0,003000021;177;0,019804716
BIOMD0000000098.xml;Goldbeter1990_CalciumSpike_CICR;2;6;1;1;0;1;1;0;0;0;0;0;0;0,000999212;[2, 4, 0, 0, 0, 0, 0, 0, 0];0;0,003000021;0,003000021;24;0,010685444
BIOMD0000000099.xml;Laub1998_SpontaneousOscillations;7;14;1;1;0;1;1;0;0;0;0;0;0;0;[7, 7, 0, 0, 0, 0, 0, 0, 0];0;0,003999949;0,003000021;56;0,011607409
BIOMD0000000100.xml;Rozi2003_GlycogenPhosphorylase_Activation;5;10;2;2;0;2;2;0;0;0;0;0;0;0;[2, 8, 0, 0, 0, 0, 0, 0, 0];0;0,003999949;0,003999949;38;0,012666225
BIOMD0000000101.xml;Vilar2006_TGFbeta;6;13;2;1;1;2;1;2;1;0;0;0;0;0,00199914;[2, 10, 1, 0, 0, 0, 0, 0, 0];0;0,003999949;0,003000021;53;0,017802954
BIOMD0000000102.xml;Legewie2006_apoptosis_WT;13;37;255;1;254;55;1;8;40;121;79;14;0;0,514670134;[4, 18, 15, 0, 0, 0, 0, 0, 0];0;0,010999918;0,013999939;148;0,71399641
BIOMD0000000103.xml;Legewie2006_apoptosis_NC;17;61;447;1;446;88;1;8;41;163;172;61;9;1,121359825;[4, 32, 25, 0, 0, 0, 0, 0, 0];0;0,014999866;0,020999908;252;1,630381346
BIOMD0000000104.xml;Klipp2002_MetabolicOptimization_linearPathway(n=2);6;2;1;1;0;16;16;0;0;0;0;0;0;0;[0, 2, 0, 0, 0, 0, 0, 0, 0];0;0,001000166;0,003000021;11;0,010308743
BIOMD0000000105.xml;Proctor2007 - Age related decline of proteolysis, ubiquitin-proteome system;39;94;1;1;0;50000;16;0;0;0;0;0;0;0;[0, 13, 80, 1, 0, 0, 0, 0, 0];0;0,002000093;31,10400009;467;82,11645818
BIOMD0000000106.xml;Yang2007_ArachidonicAcid;25;44;1;1;0;64;64;0;0;0;0;0;0;0;[4, 40, 0, 0, 0, 0, 0, 0, 0];0;0,003000021;0,004999876;175;0,064488173
BIOMD0000000107.xml;Novak1993 - Cell cycle M-phase control;14;23;16;16;0;32;16;0;0;0;0;0;0;0;[1, 21, 1, 0, 0, 0, 0, 0, 0];0;0,006999969;0,006000042;90;0,033215046
BIOMD0000000108.xml;Kowald2006_SOD;9;17;1;1;0;4;4;0;0;0;0;0;0;0;[3, 11, 3, 0, 0, 0, 0, 0, 0];0;0,003000021;0,003999949;72;0,015641212
BIOMD0000000109.xml;Haberichter2007_cellcycle;57;138;16196;28;16168;50000;87;61;3661;9157;3144;206;0;149,9688089;[6, 92, 40, 0, 0, 0, 0, 0, 0];0,046875;1,056999922;20,77399993;565;267,1914427
BIOMD0000000110.xml;Qu2003_CellCycle;15;30;2;1;1;16;8;2;1;0;0;0;0;0,003997564;[6, 23, 1, 0, 0, 0, 0, 0, 0];0;0,003999949;0,003999949;120;0,030189753
BIOMD0000000111.xml;Novak2001_FissionYeast_CellCycle;10;19;1;1;0;2;2;0;0;0;0;0;0;0;[9, 10, 0, 0, 0, 0, 0, 0, 0];0;0,003000021;0,004000187;75;0,01300025
BIOMD0000000112.xml;Clarke2006_Smad_signalling;10;12;3;3;0;9;7;0;0;0;0;0;0;0;[0, 10, 2, 0, 0, 0, 0, 0, 0];0;0,005000114;0,004999876;49;0,017664433
BIOMD0000000113.xml;Dupont1992_Ca_dpt_protein_phospho;4;8;1;1;0;2;2;0;0;0;0;0;0;0;[3, 5, 0, 0, 0, 0, 0, 0, 0];0;0,003000021;0,003000021;33;0,011635065
BIOMD0000000114.xml;Somogyi1990_CaOscillations;2;5;1;1;0;1;1;0;0;0;0;0;0;0;[1, 4, 0, 0, 0, 0, 0, 0, 0];0;0,003000021;0,003000021;19;0,009658575
BIOMD0000000115.xml;Somogyi1990_CaOscillations_SingleCaSpike;2;5;1;1;0;1;1;0;0;0;0;0;0;0;[1, 4, 0, 0, 0, 0, 0, 0, 0];0;0,004000187;0,003000021;19;0,009669304
BIOMD0000000116.xml;McClean2007_CrossTalk;6;10;1;1;0;1;1;0;0;0;0;0;0;0;[2, 8, 0, 0, 0, 0, 0, 0, 0];0;0,004000187;0,003000021;40;0,012087107
BIOMD0000000117.xml;Dupont1991_CaOscillation;2;6;1;1;0;1;1;0;0;0;0;0;0;0;[2, 4, 0, 0, 0, 0, 0, 0, 0];0;0,004000187;0,002000093;24;0,011662483
BIOMD0000000118.xml;Golomb2006_SomaticBursting;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000119.xml;Golomb2006_SomaticBursting_nonzero[Ca];1;1;1;1;0;1;1;0;0;0;0;0;0;0;[1, 0, 0, 0, 0, 0, 0, 0, 0];0;0,003000021;0,002999783;4;0,01000309
BIOMD0000000120.xml;Chan2004_TCell_receptor_activation;5;10;1;1;0;2;2;0;0;0;0;0;0;0;[1, 9, 0, 0, 0, 0, 0, 0, 0];0;0,003000021;0,004000187;39;0,01199913
BIOMD0000000121.xml;Clancy2001_Kchannel;6;10;2;2;0;4;4;0;0;0;0;0;0;7,32E-05;[0, 10, 0, 0, 0, 0, 0, 0, 0];0;0,004999876;0,004000187;40;0,015693903
BIOMD0000000122.xml;Fisher2006_Ca_Oscillation_dpdnt_NFAT_dynamics;14;34;21;14;7;21;14;3;7;0;0;0;0;0,01266861;[0, 24, 10, 0, 0, 0, 0, 0, 0];0;0,006000042;0,006000042;132;0,050997734
BIOMD0000000123.xml;Fisher2006_NFAT_Activation;14;34;21;14;7;21;14;3;7;0;0;0;0;0,012675285;[0, 24, 10, 0, 0, 0, 0, 0, 0];0;0,006999969;0,005000114;132;0,050931215
BIOMD0000000124.xml;Wu2006_K+Channel;2;2;1;1;0;1;1;0;0;0;0;0;0;0;[2, 0, 0, 0, 0, 0, 0, 0, 0];0;0,003999949;0,003000021;8;0,009001255
